16418, 2
14750, 4
3477, 1
86248, 3
712, 1
187945, 11
74459, 15
105336, 1
4720, 1
10155, 1
17101, 1
5962, 1
6988, 1
927, 1
27175, 3
5381, 1
13794, 2
57524, 2
6393, 1
1447, 1
1.20361e+06, 85
8882, 1
48371, 12
16767, 1
14784, 3
4538, 1
194863, 8
8775, 3
42722, 7
11971, 3
43666, 4
10943, 2
2738, 1
21896, 4
6526, 1
17444, 1
40419, 1
270290, 16
3644, 1
57958, 6
11218, 1
10240, 4
4934, 1
10312, 1
32885, 6
4813, 1
5316, 1
279241, 11
17486, 3
305381, 23
87925, 4
61420, 7
6342, 1
3989, 2
213234, 20
10574, 1
9052, 1
57675, 9
38322, 2
19086, 2
76084, 3
135830, 3
787, 1
2982, 1
26288, 5
2208, 1
3990, 1
21150, 2
8601, 2
8222, 2
6285, 1
5748, 1
51041, 4
8870, 2
25332, 4
58055, 2
3815, 1
39835, 4
13803, 2
9373, 1
14983, 2
9710, 1
11428, 1
9175, 2
15901, 1
10577, 2
2963, 1
35303, 2
163966, 40
34155, 4
7892, 1
44160, 5
4626, 2
3224, 1
29973, 2
5814, 2
5528, 1
152643, 17
16845, 3
116727, 18
9403, 2
6921, 1
172526, 24
1763, 1
13200, 1
9463, 1
59780, 9
18904, 2
12758, 1
4875, 1
12602, 2
11662, 1
4295, 1
6449, 1
37475, 1
145291, 6
5257, 1
11797, 0
2609, 1
1914, 1
16385, 6
57199, 4
3473, 1
38996, 10
142900, 5
15716, 2
30701, 3
11415, 2
9098, 3
24101, 3
40504, 2
40589, 3
3369, 1
157938, 5
40163, 3
257129, 40
9809, 3
4498, 1
6647, 2
436793, 49
41324, 6
610878, 6
673, 1
287, 1
53124, 4
7696, 2
14073, 3
3242, 3
8043, 1
7568, 5
96458, 8
1007, 1
34769, 2
24074, 1
3520, 5
10474, 1
4947, 1
42544, 2
8753, 1
7616, 1
9580, 3
13094, 4
62507, 9
179117, 9
119616, 11
47909, 4
15506, 1
11737, 4
3841, 1
69715, 6
128530, 4
18212, 1
68442, 11
3863, 1
22651, 2
66445, 10
2670, 4
2417, 1
19085, 1
19137, 4
14164, 3
7265, 1
10192, 1
9696, 1
18198, 2
4512, 1
10526, 1
11943, 2
21280, 6
19148, 1
31226, 2
33319, 1
127069, 8
7823, 1
7622, 2
21993, 2
15094, 2
3784, 1
81584, 5
13393, 1
54242, 7
3760, 1
7843, 1
14357, 1
2643, 1
16453, 2
65859, 9
21244, 1
9666, 1
6014, 2
8589, 2
17483, 2
3665, 4
8516, 1
7889, 1
5813, 1
51825, 3
35889, 2
42873, 1
3176, 2
12078, 1
3024, 2
4235, 2
5652, 1
6502, 2
10730, 3
4929, 1
18891, 4
69361, 1
2.30661e+06, 250
10053, 4
106737, 1
2444, 1
28154, 4
14395, 4
71142, 4
100986, 10
5892, 1
6390, 5
62490, 3
24234, 1
1575, 1
11601, 1
1855, 1
188365, 5
3555, 1
6402, 2
9987, 2
42655, 5
78467, 12
10270, 2
59176, 2
28745, 1
18429, 2
26032, 1
22581, 1
2957, 0
47807, 1
7650, 2
68590, 5
4347, 0
16994, 2
31773, 4
4625, 1
1.02588e+06, 166
53454, 2
8094, 3
6417, 1
2831, 2
63763, 5
232627, 20
2637, 1
82832, 9
6051, 1
11304, 2
12249, 0
23186, 2
7442, 1
25770, 2
2583, 1
4368, 1
11717, 3
3264, 2
9312, 1
36353, 2
20182, 3
9918, 1
9627, 1
14304, 2
8494, 3
9308, 1
4212, 1
76821, 1
2701, 1
4058, 1
22748, 2
60373, 6
8540, 1
11420, 1
5963, 1
6784, 1
249085, 18
5958, 2
41367, 3
19243, 1
79906, 9
81367, 5
10371, 1
23321, 1
12975, 3
4748, 1
33209, 7
2358, 1
548552, 53
31999, 1
323485, 7
183985, 3
18271, 1
43009, 6
10521, 1
6290, 1
233363, 22
779, 1
5516, 1
45903, 2
11811, 4
21861, 4
2848, 1
99630, 11
3348, 1
38029, 13
140329, 4
16554, 5
5136, 1
7689, 1
23078, 1
8281, 2
161219, 4
35425, 2
11481, 1
4466, 2
14402, 1
113875, 8
5850, 1
54285, 3
1744, 0
6019, 1
8888, 1
242155, 9
119951, 16
179709, 4
51669, 4
139078, 6
15559, 1
9196, 1
19732, 2
6932, 1
7479, 1
6949, 1
3620, 1
9831, 1
6522, 2
153789, 19
48816, 3
19996, 1
17142, 4
15346, 2
30883, 6
21608, 1
15630, 6
300257, 3
19508, 5
30268, 4
11203, 1
8280, 1
17603, 3
122717, 9
41962, 3
181729, 3
55556, 4
240531, 31
8312, 0
15236, 0
28096, 3
14298, 1
5372, 1
2782, 1
3894, 2
149527, 3
62235, 3
90124, 8
7611, 3
273569, 9
137781, 7
15339, 1
7745, 1
43626, 5
9662, 1
2864, 1
196151, 41
9305, 5
16634, 1
49602, 1
102535, 6
47648, 1
22819, 1
723468, 50
284431, 26
4592, 1
28646, 1
97786, 5
5685, 1
20360, 1
8481, 1
10940, 2
5445, 1
26117, 1
15750, 4
10208, 1
68797, 2
7994, 2
39863, 1
43863, 4
4912, 1
4571, 1
947, 1
3020, 1
11219, 1
4841, 1
272553, 14
5752, 1
2730, 2
3033, 1
30052, 5
99493, 5
124161, 8
41418, 2
15571, 3
6004, 3
12867, 1
3894, 1
4748, 1
1312, 1
25978, 9
28688, 4
44582, 3
2264, 2
5933, 2
8667, 1
10085, 1
1239, 1
8531, 3
10598, 3
346386, 22
5421, 2
1047, 1
947, 1
12570, 2
4175, 1
6269, 2
23712, 2
199663, 27
4428, 0
13237, 2
10655, 1
6753, 3
219989, 40
98068, 9
5994, 1
160415, 19
38403, 5
9907, 3
85118, 7
114080, 3
1507, 1
5746, 1
4733, 2
144697, 20
10695, 1
115885, 10
18154, 2
9446, 1
9469, 1
8233, 1
9045, 5
14410, 4
31243, 2
38093, 2
6709, 1
17450, 3
22071, 1
33569, 10
5462, 0
2403, 1
3807, 1
205306, 14
125352, 2
133347, 3
37555, 19
93070, 14
6315, 2
15583, 4
13000, 2
1802, 1
473602, 5
2972, 1
46644, 3
16587, 2
124641, 3
2590, 2
1506, 1
5991, 1
5541, 1
33696, 6
5650, 2
35981, 3
583, 1
2141, 1
2514, 1
1687, 1
14800, 2
32274, 2
26583, 4
88345, 1
47724, 4
105068, 1
1522, 8
13234, 1
6925, 1
2032, 1
612598, 63
10444, 1
3211, 2
19507, 4
34903, 4
32280, 3
38524, 1
3702, 1
22465, 0
19256, 1
61928, 4
17510, 3
89711, 1
24323, 1
22005, 4
4940, 1
4565, 1
31608, 2
2500, 1
12510, 1
3024, 1
15081, 4
14252, 2
72227, 2
11056, 2
361614, 36
42903, 3
27541, 3
13493, 3
308963, 38
15820, 3
574632, 77
727745, 44
114231, 16
198936, 18
33793, 7
4911, 1
50514, 5
163095, 5
5620, 1
18268, 1
2068, 1
33852, 1
45769, 1
98710, 10
437654, 30
13215, 2
54633, 4
28892, 5
36933, 3
59544, 6
34573, 4
41304, 4
13231, 5
40226, 1
5387, 1
4231, 1
3197, 1
4419, 2
1610, 1
31060, 2
134833, 13
94698, 3
6482, 1
12414, 1
9967, 4
20068, 3
38838, 17
43353, 6
26286, 2
50424, 2
10298, 2
10815, 2
239395, 21
6736, 0
1189, 1
857, 1
1721, 1
7109, 1
6948, 0
8856, 4
4448, 2
54492, 0
176223, 9
4051, 1
98729, 10
10130, 1
13948, 1
103060, 3
15677, 2
69569, 8
108972, 20
33072, 1
92217, 2
19940, 1
6052, 1
15237, 1
60228, 1
37518, 0
145235, 17
7380, 1
82286, 3
5353, 2
20775, 2
2048, 1
9647, 1
885, 1
2007, 1
9284, 1
2511, 1
5474, 1
4004, 1
24493, 1
4310, 1
132735, 10
333659, 6
4273, 1
8491, 2
780, 1
31252, 5
117602, 10
41968, 2
8462, 3
26548, 2
41116, 4
31300, 1
1883, 1
25304, 2
18135, 3
8686, 1
6319, 3
527193, 38
6825, 1
5347, 2
33245, 3
3499, 1
31348, 2
15136, 7
10835, 2
1815, 0
58753, 6
8413, 1
38079, 2
4272, 2
3405, 0
3992, 3
28003, 1
27519, 5
16122, 1
21251, 1
1025, 1
5419, 1
264763, 28
3069, 2
2226, 1
2788, 1
17576, 2
43087, 5
144791, 15
161177, 30
9044, 1
42667, 1
21248, 1
33382, 1
9614, 1
2891, 1
1652, 1
62510, 1
6077, 1
9685, 1
5095, 1
195780, 5
14153, 1
18651, 4
3320, 2
6689, 1
10752, 1
40041, 8
204775, 8
19135, 1
5145, 1
23499, 1
22392, 5
91356, 20
6966, 2
3302, 2
19001, 2
249673, 11
14469, 2
15485, 3
10887, 1
12986, 1
11237, 2
22692, 5
22672, 4
3255, 2
27104, 2
22666, 2
57410, 1
9433, 1
15043, 1
5741, 0
3788, 2
55860, 8
5473, 1
6579, 1
62819, 2
5793, 1
12974, 3
4821, 1
12304, 1
12309, 2
136809, 12
41013, 2
24996, 5
10453, 2
11446, 3
30648, 2
2979, 2
98577, 19
6938, 1
88506, 4
11038, 1
4521, 1
7308, 1
4404, 1
425318, 26
20343, 1
28422, 1
9047, 1
8718, 1
90669, 8
70219, 12
7908, 3
74693, 11
222733, 5
67552, 5
42087, 2
1351, 1
18705, 1
5722, 1
5786, 2
12740, 1
27956, 2
8485, 1
30177, 2
22237, 2
3062, 1
14594, 3
183007, 2
8614, 1
7095, 1
14675, 2
57669, 3
132587, 2
19292, 1
11508, 1
2378, 1
3214, 1
68673, 4
35258, 6
7987, 1
1710, 1
26825, 1
8442, 1
16120, 1
18196, 1
26590, 1
178965, 6
4753, 2
4591, 1
45743, 6
5853, 2
8276, 1
73811, 6
2787, 2
23710, 2
3400, 1
38079, 6
36730, 12
45047, 2
39941, 2
3145, 1
98729, 6
60600, 1
15988, 1
20563, 5
53251, 5
